total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y
11926,169.13,A,VA,07-Jan-18,10:50:11.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":27,""open_cc"":9,""mort"":1}",0
14336,389.18,C,AL,10-Apr-18,15:34:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":17,""open_cc"":8,""mort"":0}",0
40617,119.01,A,MI,18-Apr-18,16:39:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":3,""mort"":1}",0
17500,78.31,A,MA,09-Mar-18,14:20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":3,""open_cc"":1,""mort"":0}",0
24238,400.17,D,TX,10-Apr-18,16:50:11.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":9,""mort"":0}",0
48709,382.79,B,TX,06-Feb-18,10:21:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":6,""mort"":1}",0
53310,381.83,B,MA,05-Mar-18,10:49:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":6,""mort"":2}",0
61481,356.93,A,CA,07-Jan-18,16:44:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":11,""mort"":5}",0
57967,162.33,B,OK,22-Feb-18,16:04:08.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":6,""mort"":4}",0
44879,752.76,A,TX,01-Mar-18,17:43:08.5,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":5,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":4,""mort"":1}",0
117318,670.23,C,IN,05-Feb-18,13:12:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":18,""open_cc"":11,""mort"":3}",0
29599,327.41,D,MD,10-Apr-18,15:47:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":3,""mort"":1}",0
29821,205.27,C,NY,06-Apr-18,11:44:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":8,""mort"":0}",0
4549,346.9,C,WI,29-Jan-18,14:07:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":7,""mort"":1}",0
35285,747.03,D,CO,19-Feb-18,16:26:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":13,""open_cc"":10,""mort"":3}",0
59342,187.94,A,CA,01-Jan-18,11:28:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":6,""mort"":2}",0
2512,136.36,B,CA,03-Feb-18,15:27:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":29,""open_cc"":10,""mort"":1}",0
9411,128.94,B,SD,02-Feb-18,11:40:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":11,""mort"":0}",0
34982,301.11,A,TX,21-Mar-18,15:03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":4,""mort"":1}",0
45517,487.26,A,NC,10-Apr-18,11:21:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":3,""mort"":3}",0
6605,166.05,B,FL,16-Feb-18,16:26:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":3,""mort"":0}",0
30284,558.68,A,MO,19-Mar-18,11:53:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":9,""mort"":3}",0
30456,1204.42,A,WA,23-Mar-18,14:04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":12,""open_cc"":4,""mort"":4}",0
122743,761.46,A,GA,08-Feb-18,11:16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":27,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":33,""open_cc"":23,""mort"":5}",0
5155,386.76,B,NY,17-Mar-18,15:52:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}",0
6065,298.29,E,AZ,14-Apr-18,11:11:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":6,""open_cc"":6,""mort"":0}",0
76108,433.59,A,CA,29-Mar-18,10:28:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":0}",0
70167,1307.85,B,GA,02-Feb-18,16:26:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":3,""mort"":4}",0
22126,794.82,D,CA,18-Feb-18,15:40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":20,""open_cc"":13,""mort"":1}",0
31131,248.47,B,AR,14-Apr-18,17:28:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":4,""mort"":2}",0
46794,153.63,B,TX,14-Feb-18,15:49:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":4,""mort"":0}",0
10875,335.07,C,AZ,18-Apr-18,11:39:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":14,""open_cc"":7,""mort"":0}",0
38784,285.8,C,CA,31-Jan-18,11:13:21.5,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":4,""open_cc"":4,""mort"":0}",0
44600,1218.33,A,CA,21-Mar-18,11:31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":0}",0
87883,193.41,B,NH,13-Feb-18,17:03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":8,""mort"":0}",0
33449,1066.04,A,CA,17-Mar-18,16:07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":17,""open_cc"":8,""mort"":7}",0
15338,456.88,A,NH,18-Feb-18,13:51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":19,""open_cc"":7,""mort"":1}",0
39667,475.71,C,MO,10-Feb-18,11:19:43.3,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":9,""satisfactory"":16,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":5,""mort"":0}",0
2872,107.1,D,NY,09-Jan-18,14:27:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":2,""mort"":0}",0
63684,421.4,E,OH,23-Feb-18,15:17:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":5}",0
26999,275.77,B,TX,09-Mar-18,14:09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":10,""mort"":2}",0
18753,254.27,D,HI,31-Jan-18,11:25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":5,""mort"":0}",0
52200,524.32,B,CA,12-Feb-18,16:42:42.6,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":1,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":3,""mort"":0}",0
59792,1172.73,C,NJ,13-Mar-18,11:58:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":21,""open_cc"":13,""mort"":0}",0
16870,309.45,B,MA,25-Jan-18,16:43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":15,""open_cc"":7,""mort"":2}",0
21136,416.22,C,NY,18-Apr-18,11:50:11.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":30,""open_cc"":14,""mort"":0}",0
39312,679.48,C,PA,08-Apr-18,16:40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":9,""open_cc"":6,""mort"":0}",0
1559,358.88,D,SD,18-Apr-18,13:57:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":2,""mort"":1}",0
54940,135.92,C,NY,03-Mar-18,15:43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":13,""open_cc"":10,""mort"":2}",0
141644,628.14,D,CA,14-Apr-18,15:54:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":3,""mort"":0}",0
23257,274.05,A,MA,12-Apr-18,16:53:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":8,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":15,""mort"":1}",0
16604,372.4,A,CA,21-Mar-18,15:56:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":6,""mort"":1}",0
21071,380.68,A,FL,09-Mar-18,13:31:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":18,""open_cc"":13,""mort"":1}",0
27348,650.78,B,MN,23-Mar-18,16:03:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":7,""mort"":0}",0
88611,911.95,E,HI,20-Apr-18,15:23:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":0}",0
77321,212.13,B,IL,17-Jan-18,16:43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":10,""mort"":3}",0
34523,369,A,NY,05-Feb-18,16:58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":27,""open_cc"":12,""mort"":1}",0
27090,490.45,B,OH,31-Jan-18,16:45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":8,""mort"":1}",0
36594,375.82,A,WA,14-Apr-18,14:47:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":10,""mort"":0}",0
76035,1144.37,B,FL,19-Feb-18,11:31:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":16,""open_cc"":13,""mort"":0}",0
6489,470.38,D,OH,22-Feb-18,17:23:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":8,""mort"":0}",0
70451,281.34,C,KS,01-Jan-18,10:01:58.2,"{""current_delinq"":0,""current_installment"":14,""opened_24m"":3,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":11,""mort"":1}",0
33260,256.04,B,OH,04-Feb-18,16:10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":3,""open_cc"":3,""mort"":2}",0
43144,953.46,D,NM,23-Feb-18,17:58:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":5,""total_cc"":14,""open_cc"":9,""mort"":0}",0
19889,645.64,A,NJ,10-Apr-18,15:05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":12,""mort"":0}",0
135949,477.61,D,VA,13-Jan-18,15:20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":10,""mort"":1}",0
40107,148.77,B,CA,22-Feb-18,10:18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":9,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":7,""mort"":0}",0
57191,648.93,D,IL,15-Jan-18,15:28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":5,""mort"":0}",0
2840,444.79,B,CT,22-Feb-18,15:22:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":1,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":1,""mort"":0}",0
17366,130.79,B,AZ,03-Jan-18,10:08:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":7,""mort"":4}",0
5005,508.99,B,NJ,27-Mar-18,13:16:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":6,""mort"":0}",0
0,508.99,B,CA,08-Apr-18,15:29:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":11,""open_cc"":3,""mort"":3}",0
7519,342.12,C,CA,25-Mar-18,17:24:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":23,""open_cc"":11,""mort"":0}",0
87468,450.55,B,WA,23-Jan-18,11:24:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":30,""open_cc"":15,""mort"":3}",0
37558,266.88,B,WI,11-Jan-18,10:46:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":25,""open_cc"":16,""mort"":4}",0
1797,100.54,C,NY,06-Feb-18,15:09:23.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":7,""mort"":0}",0
90966,456.88,A,CO,19-Feb-18,14:21:58.2,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":4,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":2,""mort"":2}",0
23755,451.73,A,CA,23-Mar-18,14:45:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":30,""open_cc"":18,""mort"":5}",0
50351,355.84,B,IL,12-Feb-18,16:19:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":1}",0
45801,980.75,B,CA,19-Mar-18,11:24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":8,""mort"":0}",0
23661,343.27,B,PA,18-Feb-18,15:31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":8,""mort"":0}",0
8538,667.04,B,CA,06-Apr-18,15:26:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":1}",0
37547,196.18,B,FL,25-Feb-18,10:16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":8,""mort"":1}",0
21256,768.62,A,NY,27-Mar-18,13:09:23.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":16,""open_cc"":9,""mort"":0}",0
54606,595.41,C,MD,03-Mar-18,17:19:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":4}",0
174368,563.85,C,FL,17-Mar-18,17:13:21.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":23,""open_cc"":15,""mort"":4}",0
58164,392.36,B,MD,07-Jan-18,15:09:23.4,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":3,""open_cc"":2,""mort"":0}",0
16151,256.59,C,RI,11-Mar-18,17:00:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":6,""mort"":0}",0
30174,276.24,A,NH,09-Mar-18,11:40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":29,""open_cc"":11,""mort"":1}",0
