total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,vector_feature,non_decimal_feature,sentence_feature,y
67205,483.52,B,VA,07-Mar-18,26:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":22,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":12,""total_cc"":25,""open_cc"":21,""mort"":0}","[7.37, 4.78, 8.61, 4.59, 5.61]",0b1000110,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
54883,838.71,B,FL,02-Apr-18,31:58.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":3,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":10,""mort"":3}","[9.26, 5.02, 7.0, 3.99, 2.92]",0b10000011,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
58811,313.23,A,CA,17-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":8,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":32,""open_cc"":7,""mort"":6}","[1.7, 3.1, 5.22, 5.94, 6.67]",0x3ba,ë¶„ì„ ë³´ê³ ???ì„±??0,
14097,243.24,C,PA,20-Apr-18,23:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":3}","[0.38, 4.57, 8.92, 8.79, 0.6]",0x2a4,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
1734,779.16,B,CA,10-Feb-18,12:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":0}","[3.28, 9.08, 8.71, 0.37, 1.3]",0b1011111101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
21396,93.96,A,CA,05-Mar-18,23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":0}","[0.49, 4.9, 5.4, 4.32, 0.04]",0x110,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
20648,480.08,B,TX,07-Feb-18,48:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":11,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":14,""mort"":1}","[3.51, 3.48, 2.71, 0.71, 2.08]",0x30c,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
1156,124.15,A,PA,17-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}","[2.12, 3.88, 7.37, 7.44, 2.24]",0x281,?•ê¸° ?ê? ?„ë£Œ,0
91963,889.58,B,TN,21-Feb-18,19:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":27,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":29,""open_cc"":21,""mort"":2}","[6.82, 1.93, 4.84, 9.42, 9.62]",0b111101011,?•ê¸° ?ê? ?„ë£Œ,0
72076,335.12,C,TX,21-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":10,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":31,""open_cc"":10,""mort"":7}","[7.0, 5.31, 6.52, 8.83, 5.85]",0xc9,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
46284,911.95,E,OH,05-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":10,""mort"":0}","[5.61, 3.97, 1.17, 8.14, 7.04]",0b1001111,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
25196,737.99,A,UT,06-Feb-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":6,""mort"":3}","[1.85, 7.28, 2.69, 8.96, 7.16]",0b1100111001,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
6798,180.69,A,IN,13-Feb-18,26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":7,""mort"":1}","[0.55, 1.52, 2.19, 2.43, 7.49]",0x376,?•ê¸° ?ê? ?„ë£Œ,0
23632,48.01,B,VA,05-Feb-18,40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":16,""open_cc"":15,""mort"":0}","[1.7, 3.19, 3.44, 8.22, 5.31]",0xb8,ë¶„ì„ ë³´ê³ ???ì„±??0,
17683,848.31,B,NJ,02-Apr-18,25:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":3}","[4.09, 5.59, 3.76, 5.79, 6.89]",0xcd,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
7044,676.62,C,GA,31-Mar-18,59:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":0}","[9.21, 5.54, 6.71, 1.99, 6.9]",0x29,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
25820,279.47,A,CA,04-Apr-18,01:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":13,""mort"":0}","[5.62, 7.15, 1.23, 9.86, 7.13]",0b1010010,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
306422,360.62,B,NC,25-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":1}","[2.67, 7.54, 4.84, 1.05, 7.93]",0b110011010,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
2421,109.5,C,NY,10-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":6,""mort"":0}","[1.64, 1.18, 1.2, 8.23, 2.89]",0b1010110000,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
82311,713.86,A,PA,19-Mar-18,12:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":4,""mort"":2}","[8.01, 3.17, 9.17, 2.94, 8.87]",0x24f,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
9251,451.19,C,AL,21-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":14,""mort"":0}","[5.14, 3.74, 1.42, 4.16, 7.27]",0x14b,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
52436,80.39,E,OH,27-Jan-18,02:42.6,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":3,""mort"":0}","[3.59, 3.78, 9.78, 6.33, 1.91]",0b100001101,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
111027,486.3,E,FL,14-Feb-18,02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":8,""mort"":1}","[2.81, 1.7, 4.81, 5.56, 0.18]",0x78,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
20816,1252.72,A,IL,14-Apr-18,18:01.9,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":1,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":1}","[1.95, 8.68, 5.96, 5.38, 5.52]",0b111010011,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
40326,241.73,B,CA,09-Mar-18,26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":8,""mort"":0}","[4.83, 4.4, 3.2, 6.12, 8.01]",0b1101000110,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
77059,498.08,B,VA,19-Feb-18,01:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":7,""mort"":4}","[2.6, 5.21, 3.81, 1.44, 8.36]",0b1110100110,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
188345,291.03,D,TX,16-Apr-18,31:58.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":15,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":5,""mort"":2}","[3.64, 2.11, 6.63, 6.88, 0.77]",0x341,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
85149,1289.38,B,CT,22-Feb-18,31:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":20,""open_cc"":18,""mort"":0}","[5.67, 7.39, 5.87, 0.9, 9.88]",0x17a,ë¶„ì„ ë³´ê³ ???ì„±??0,
196103,1144.37,B,MI,04-Feb-18,24:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":39,""open_cc"":19,""mort"":2}","[3.26, 9.25, 6.16, 9.99, 6.06]",0b11111010,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
923,717.75,D,CT,20-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":12,""open_cc"":7,""mort"":0}","[4.06, 9.78, 5.09, 6.13, 9.99]",0x182,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
20095,1026.5,C,MS,04-Feb-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":9,""mort"":2}","[5.21, 6.0, 4.04, 8.37, 7.74]",0b1001100010,?•ê¸° ?ê? ?„ë£Œ,0
120223,563.73,A,TN,21-Mar-18,50:11.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":12,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":21,""open_cc"":13,""mort"":6}","[7.47, 3.35, 4.26, 8.68, 2.12]",0x235,?•ê¸° ?ê? ?„ë£Œ,0
23604,62.65,A,NJ,08-Feb-18,36:38.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":7,""mort"":0}","[9.95, 9.83, 9.6, 5.33, 1.17]",0b1010001000,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
186502,541.3,C,KS,16-Apr-18,49:43.3,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":9,""satisfactory"":18,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":10,""total_cc"":17,""open_cc"":14,""mort"":0}","[0.8, 5.91, 7.9, 2.01, 9.25]",0x271,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
28650,351.67,C,OR,08-Feb-18,50:11.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":14,""open_cc"":12,""mort"":3}","[6.0, 5.97, 8.33, 4.31, 6.33]",0x2a5,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
27710,830.12,B,NV,21-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":0}","[7.0, 1.63, 3.21, 1.47, 1.71]",0b100100001,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
59566,664.51,D,FL,17-Jan-18,50:11.2,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":3,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":24,""open_cc"":13,""mort"":0}","[8.48, 8.76, 7.97, 1.74, 1.88]",0x22,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
37066,258.09,D,NC,22-Apr-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":6,""mort"":1}","[4.33, 4.94, 7.72, 2.29, 0.52]",0b11001001,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
1846,169.87,C,OR,03-Mar-18,48:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":4,""mort"":0}","[0.74, 0.25, 5.83, 2.73, 0.16]",0b110101010,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
24850,838.91,B,NJ,05-Mar-18,16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":1}","[8.49, 4.61, 1.25, 1.69, 2.1]",0b1111010011,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
31160,392.36,B,CA,09-Feb-18,03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":12,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":12,""open_cc"":12,""mort"":0}","[0.55, 5.43, 0.72, 1.87, 2.62]",0x127,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
63019,903.55,E,VA,01-Jan-18,27:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":15,""open_cc"":1,""mort"":2}","[4.77, 6.76, 2.45, 8.72, 0.91]",0b110001111,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
24320,243.63,A,CA,23-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":6,""mort"":0}","[1.42, 0.1, 4.67, 4.3, 2.76]",0xaa,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
137723,636.38,B,IL,05-Feb-18,25:52.8,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":4,""mort"":3}","[3.88, 0.29, 0.57, 2.52, 4.77]",0x327,?•ê¸° ?ê? ?„ë£Œ,0
36998,661.11,A,MO,15-Feb-18,52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":19,""open_cc"":10,""mort"":2}","[4.02, 0.15, 9.07, 6.01, 3.64]",0x14d,ë¶„ì„ ë³´ê³ ???ì„±??0,
18953,444.79,B,CA,23-Jan-18,07:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":5,""mort"":1}","[7.47, 1.83, 3.69, 6.54, 4.38]",0b10111011,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
15599,392.59,D,FL,11-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}","[0.59, 5.44, 6.85, 2.79, 7.52]",0x293,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
21524,281.87,A,CA,07-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":8,""open_cc"":7,""mort"":0}","[0.67, 6.81, 5.47, 4.3, 8.34]",0b1101101111,ë¶„ì„ ë³´ê³ ???ì„±??0,
11641,107.67,D,KS,03-Mar-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":1,""mort"":1}","[4.85, 6.54, 1.94, 3.08, 9.33]",0b1111000010,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
149350,250.55,A,MS,17-Feb-18,51:58.2,"{""current_delinq"":0,""current_installment"":20,""opened_24m"":4,""satisfactory"":26,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":1}","[5.52, 8.17, 5.48, 4.39, 4.3]",0x3b2,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
39588,279.3,A,GA,22-Apr-18,11:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":8,""mort"":3}","[3.08, 4.18, 1.09, 2.25, 2.3]",0x48,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
173577,797.54,C,CO,23-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":7,""mort"":3}","[5.89, 5.59, 8.17, 5.61, 3.77]",0x3e8,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
34948,546.15,D,IN,11-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":1}","[3.05, 2.54, 6.39, 0.72, 7.9]",0x171,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
11308,664.2,B,NY,09-Feb-18,04:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":6,""mort"":0}","[1.97, 2.42, 4.41, 2.66, 4.39]",0b1100100011,ë¶„ì„ ë³´ê³ ???ì„±??0,
32824,304.59,A,CT,15-Mar-18,45:52.8,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":4,""mort"":0}","[5.49, 2.82, 3.09, 4.78, 4.71]",0b10011100,?•ê¸° ?ê? ?„ë£Œ,0
36883,502.12,D,NY,03-Mar-18,45:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":6,""mort"":2}","[0.89, 9.23, 5.95, 4.09, 3.6]",0b1101,ì´ˆê¸°???‘ì—… ì§„í–‰ ì¤?0,
9627,238.17,C,CO,11-Feb-18,46:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":8,""mort"":0}","[7.12, 8.52, 1.84, 3.49, 5.28]",0b1110011100,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
261267,903.45,A,CT,04-Feb-18,44:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":7,""mort"":7}","[7.43, 4.85, 7.96, 8.3, 6.04]",0b1010011100,?•ê¸° ?ê? ?„ë£Œ,0
54798,1189.09,C,NY,12-Apr-18,38:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":6,""mort"":1}","[8.25, 8.08, 8.5, 2.9, 7.64]",0b111100000,?œìŠ¤???…ë°?´íŠ¸ ?„ìš”,0
30835,614.99,A,TX,19-Jan-18,05:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":6,""mort"":1}","[8.09, 2.48, 2.46, 2.11, 1.39]",0b1100010101,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,1
33810,1313.62,G,OH,09-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":4,""mort"":2}","[3.18, 1.81, 0.57, 0.41, 5.18]",0b101011000,?????†ëŠ” ?¤ë¥˜ ë°œìƒ,0
26736,980.75,B,FL,25-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":8,""mort"":0}","[2.52, 1.47, 7.49, 3.19, 7.39]",0x82,?•ê¸° ?ê? ?„ë£Œ,0
9474,257.84,B,MD,25-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":10,""mort"":2}","[7.22, 9.84, 5.96, 9.33, 1.0]",0x1e,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
35453,241.76,B,NC,15-Jan-18,02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":2,""mort"":1}","[1.99, 7.38, 5.58, 4.4, 2.1]",0b100100000,ë°°í„°ë¦??”ëŸ‰ ë¶€ì¡?0,
60055,33.21,B,NY,19-Mar-18,09:23.4,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":4,""mort"":0}","[7.61, 7.32, 1.83, 9.68, 8.35]",0b110001110,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
75562,388.53,C,NY,15-Mar-18,54:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":13,""mort"":0}","[0.76, 7.81, 1.93, 9.38, 9.19]",0x278,?¬ìš©??ë¡œê·¸??ê¸°ë¡,0
48141,524.42,C,WA,13-Mar-18,54:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":0}","[9.22, 1.9, 1.92, 4.96, 3.41]",0x23,ë¶„ì„ ë³´ê³ ???ì„±??0,
78614,1117.19,A,OR,01-Mar-18,13:21.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":11,""open_cc"":10,""mort"":4}","[6.84, 4.25, 5.7, 7.11, 1.37]",0x3a4,?•ê¸° ?ê? ?„ë£Œ,0
13094,238.17,C,AZ,05-Mar-18,26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":3,""mort"":0}","[6.73, 1.19, 8.82, 8.35, 5.44]",0xb8,?°ì´??ì²˜ë¦¬ ?±ê³µ,0
129316,632.92,C,IL,03-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":11,""satisfactory"":27,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":13,""total_cc"":27,""open_cc"":25,""mort"":3}","[7.47, 0.62, 6.41, 8.56, 0.12]",0x180,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
6150,102.65,C,CT,17-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}","[1.33, 2.17, 7.13, 7.97, 9.7]",0b101101,?¤íŠ¸?Œí¬ ?°ê²° ë¶ˆì•ˆ??0,
28630,764.6,D,CA,25-Feb-18,18:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":12,""mort"":6}","[2.43, 5.47, 2.35, 6.42, 3.06]",0b1011110100,?¼ì„œ ê°??•ìƒ ë²”ìœ„,0
56484,140.67,C,NY,15-Jan-18,45:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":0}","[8.48, 6.72, 7.72, 8.79, 1.91]",0xaa,ëª¨í„° ?¨ë„ ?ìŠ¹ ê²½ê³ ,0
